103.943,108.33,110.542,110.395,111.538,112.776,112.333,112.223,109.635,112.166,114.892,114.439,115.296,115.992,115.227,115.689,115.649,115.927,113.312,113.257,112.931,115.593,111.039,113.881,116.574,116.818,116.924,116.03,121.286,119.949,117.399,115.662,116.307,115.857,114.503,113.188
99.8665,104.566,107.747,105.282,106.535,108.968,110.527,109.507,109.73,112.909,115.033,112.675,111.606,110.968,112.34,111.289,113.397,113.412,112.834,109.749,112.12,110.922,109.92,109.672,111.38,112.194,113.123,110.65,118.861,118.115,113.696,112.208,110.913,110.872,111.629,110.346
94.8221,102.155,102.86,104.388,103.777,107.344,108.396,108.181,108.127,111.353,111.952,107.768,108.685,108.152,107.201,109.926,109.058,109.762,107.13,107.563,107.795,111.076,108.073,105.994,108.331,107.526,109.081,107.359,113.336,111.884,111.473,109.512,108.315,107.462,106.139,105.966
95.9665,101.157,104.105,103.963,103.831,105.921,107.065,105.764,105.291,109.609,113.744,109.284,109.731,109.883,110.254,111.162,113.37,109.569,110.178,109.392,110.51,108.968,108.746,107.345,107.358,108.814,108.789,109.441,112.18,112.687,109.352,109.023,108.736,107.925,107.127,104.232
99.6525,103.986,106.357,105.132,108.554,108.793,110.067,110.669,106.608,111.452,114.118,110.743,111.837,116.016,113.573,116.034,112.791,112.711,110.676,110.692,112.816,110.16,110.587,112.554,111.94,113.67,116.56,113.037,116.187,114.537,112.258,109.834,111.132,108.298,107.15,103.729
99.5119,104.432,105.638,107.358,104.771,105.826,109.055,110.101,109.88,108.651,113.249,110.176,111.939,114.27,115.905,118.067,113.081,110.69,111.414,110.206,109.676,110.171,109.19,110.97,110.927,113.111,113.63,111.704,113.838,117.243,110.707,109.282,108.791,107.907,104.324,104.415
95.4604,98.2783,99.1438,99.4613,100.498,101.64,102.767,103.307,102.895,103.547,109.154,107.487,106.586,107.81,108.011,108.252,107.325,108.336,106.605,107.02,105.076,103.847,105.322,104.652,105.791,108.16,109.13,104.916,112.236,108.949,108.161,106.241,105.968,101.371,101.043,99.5659
90.5136,93.9366,95.9959,96.7229,97.2349,97.9017,99.6441,99.7194,99.0007,99.1343,105.068,103.236,101.496,102.164,104.25,105.147,104.365,102.594,102.928,102.602,105.867,104.089,103.375,104.461,105.064,103.922,105.423,104.177,107.545,107.358,105.235,105.486,103.173,103.457,99.3191,100.22
87.8851,91.705,95.0571,94.6472,94.8798,95.3088,97.2119,100.303,98.4509,101.74,106.439,104.786,102.644,103.014,104.674,106.429,108.868,105.341,103.806,105.947,106.194,106.9,107.793,107.136,106.433,108.679,109.533,105.605,110.061,105.686,105.207,105.592,104.462,103.441,101.636,99.8316
91.8323,95.2261,97.2781,97.0279,96.8187,96.7708,99.2319,100.305,102.729,105.277,108.953,106.071,106.249,104.409,107.403,108.739,107.127,105.614,105.2,107.424,109.879,107.617,109.37,110.041,110.115,111.866,114.22,109.393,113.426,110.01,108.556,106.405,107.78,106.143,105.716,102.564
