0.466855,0.562413,0.560874,0.54931,0.549685,0.567118,0.587739,0.589958,0.552964,0.498163,0.5295,0.512077,0.503807,0.524595,0.530067,0.540249,0.52059,0.485754,0.49022,0.555928,0.537902,0.552931,0.541864,0.55886,0.579122,0.600727,0.581004,0.558543,0.601786,0.572654,0.548502,0.529684,0.550491,0.548004,0.557723,0.571826
0.418988,0.566573,0.572273,0.573401,0.586624,0.583592,0.608463,0.6056,0.586993,0.540349,0.58232,0.547426,0.55271,0.547097,0.571646,0.569597,0.572011,0.510494,0.551289,0.567064,0.591129,0.559475,0.555009,0.565096,0.57804,0.586378,0.579131,0.574848,0.642495,0.586157,0.573465,0.555862,0.573853,0.577275,0.598013,0.539823
0.357057,0.532901,0.531026,0.541454,0.553047,0.554708,0.556853,0.581784,0.525432,0.512446,0.536031,0.512405,0.528625,0.530583,0.531274,0.560888,0.559436,0.494231,0.498709,0.575806,0.550311,0.561674,0.541602,0.543066,0.541696,0.554595,0.540717,0.557974,0.614546,0.582297,0.560376,0.558587,0.549858,0.571965,0.567676,0.4882
0.307569,0.477818,0.482361,0.459147,0.481352,0.469141,0.483423,0.47307,0.465245,0.435372,0.474641,0.516459,0.539896,0.531659,0.550725,0.518136,0.524298,0.460517,0.450449,0.521907,0.539001,0.501664,0.491032,0.485254,0.504502,0.477303,0.466132,0.484909,0.550897,0.532346,0.520391,0.504826,0.529753,0.544643,0.501941,0.433552
0.229139,0.41302,0.416735,0.422048,0.421557,0.453896,0.453086,0.491879,0.413418,0.406253,0.4199,0.408659,0.397796,0.414408,0.374511,0.409768,0.393614,0.359496,0.354773,0.417645,0.452596,0.419396,0.438168,0.437112,0.453046,0.453588,0.465186,0.44695,0.527127,0.485177,0.470858,0.448192,0.448688,0.421867,0.400357,0.329815
0.21995,0.370174,0.401907,0.392448,0.421807,0.404893,0.427149,0.442008,0.426299,0.363079,0.376855,0.373017,0.364523,0.365301,0.374919,0.384844,0.375318,0.348668,0.36743,0.405458,0.403763,0.402123,0.390791,0.405434,0.416215,0.436471,0.410337,0.431306,0.449946,0.464836,0.423628,0.426047,0.383257,0.431951,0.367508,0.299401
0.209044,0.363023,0.328698,0.375956,0.404655,0.393312,0.392776,0.453994,0.416896,0.352201,0.382309,0.379932,0.380288,0.349182,0.377191,0.341059,0.369733,0.335904,0.362704,0.386238,0.364974,0.36552,0.395408,0.387861,0.426134,0.434456,0.402994,0.389456,0.50137,0.427422,0.44238,0.394969,0.418222,0.366199,0.383599,0.297661
0.168458,0.288932,0.323578,0.321936,0.356422,0.32377,0.37358,0.392987,0.374568,0.270967,0.337027,0.34301,0.326553,0.326512,0.313419,0.313424,0.317751,0.278497,0.283526,0.338072,0.335343,0.342287,0.359034,0.35652,0.385643,0.385413,0.357409,0.357736,0.419284,0.406193,0.351441,0.380537,0.343029,0.367212,0.317236,0.256046
0.170183,0.30895,0.292924,0.291501,0.290686,0.314384,0.315181,0.360352,0.324925,0.300687,0.342732,0.347127,0.327873,0.337521,0.318394,0.336388,0.341753,0.335427,0.315499,0.364794,0.332425,0.331774,0.335242,0.330955,0.351052,0.368113,0.334733,0.31653,0.351306,0.335276,0.295901,0.279828,0.280086,0.290637,0.277502,0.21311
0.195058,0.309784,0.325477,0.315658,0.308263,0.299737,0.329363,0.352028,0.339531,0.315354,0.363635,0.367498,0.337749,0.333547,0.353207,0.359111,0.378856,0.321769,0.327703,0.353115,0.354193,0.346484,0.334497,0.318883,0.365223,0.370021,0.333806,0.323715,0.366457,0.31588,0.302305,0.292378,0.306111,0.310048,0.313872,0.218476
